1. Opportunity Name,2. Region,3. County,4. Location,5. Type,6. Ensemble (if app.),7. Genre,8. Age,9. Level,10. Instruments,11. Other Tags,12. Cost,13. About Opportunity,14. When,15. Opportunity Website / Signup,16. Organisation Name,17. About Organisation,18. Organisation Website,19. Only for London/Local?,20. Extra Notes
St Michael's Junior Choir,South East,Hampshire,"St Michael and All Angels Church, Bassett, Southampton - UK",Ensemble,Choir,Choral,Year 3 + ,all abilities,Singing,"Free, No Experience",Free,"Junior Choir is a wonderful opportunity to learn music (theory and practice), contribute month by month to the services at St Michael’s, and have a lot of fun along the way. All children in year 3 and above are most welcome to join – no prior musical experience is needed.

Click here to see a review of a typical Junior Choir year…

The link above shows some of the extra optional activities we do such as: cathedral visits, a carol concert at the Leonardo Hotel, barbecues, training courses, and more.

Training


Our Junior Choir gives children the opportunity to be part of the centuries-old tradition of English church music that is envied the world over. Choristers receive a thorough training in music, with free singing and music theory tuition following the RSCM’s Voice for Life training scheme. 

Andrew Hanley (St Michael’s Director of Music) is a professional musician with comprehensive knowledge of choral music, and Rebecca Aspin and Paul Kuzan, who lead the juniors’ training programme, are experienced musicians, choristers and teachers of music. They are helped by a team of scholars and other senior choir members.

Everyone involved in training our younger singers is checked and supervised in accordance with the parish’s safeguarding policy.

Click to find out more about RSCM’s “Voice for Life”

What does it cost?


Membership is absolutely free! From time to time outings or trips may be organised which may have an associated cost, but we try to subsidise these where possible, and we often get group rates. We also run occasional fund-raising events like a quiz or barbecue, to help with purchases like music, instruments, and workbooks.

Is it a big commitment? 


Our normal routine is:
– Choir practice: Wednesdays in term-time from 6.30 – 7.45pm
– One Sunday morning service per month (including rehearsal): 9.15 – 11.15 (usually on the first Sunday of each month in term-time)

Occasionally there are optional extra services, and events like weddings (for which choristers are paid!) Our “senior-juniors” (those in year 6 and above) also get additional opportunities to sing with the senior choir, if they wish to do so. We don’t sing in the school holidays, nor are there Wednesday practices for juniors in half-terms (though there usually is a Half-term Singing Event in the autumn and spring).

Who can join?


Children may join the Junior Choir from school Year 3, and are usually aged 7 to 15. Prior experience and musical skills are not necessary, and children do not need a religious background. We only look for enthusiasm and a willingness to sing! After year 9 (and sometimes before), young choristers normally rehearse and sing with the adult members of the choir (Wednesdays 7.30-8.30pm) with continued training available for those following the “Voice for Life” programme.

The choir also offers opportunities to sing at other events, cathedrals, and singing courses such as the RSCM singing course, which was held in Beverley, Yorkshire, in 2025 (see photos below).

What's the next step?


If you’d like to discuss the choir further, come and see us at St Michael’s on a Sunday or email us. We’re always very happy to have an informal chat with parents.

Children need parental consent to participate in the choir. You can fill in your details and request your starting date by clicking on the button below…","Wednesdays 18:30 - 19:45, Sundays (once per month), 9:15 - 11:15",,Parish of North Stoneham and Bassett,,https://artasia.org.uk,,
Brave Island,South East,Isle of Wight,Isle of Wight - UK,Network,,Other,14 - 25,All Abilities,,"No Experience, Free",Free,"Brave Island is the creative network for young people aged 14-25 on the Isle of Wight, with over 600 members and growing!

Created by Ventnor Exchange, we post new opportunities including mentoring, funding, trips, workshops, experiences and training for young people every week.",N/A,https://braveisland.uk,Ventnor Exchange,,,Local Only,
Music Mentoring (Isle of Wight),South East,Isle of Wight,"The Department, Ryde - UK",Mentoring,,Professional Development,11 - 18,All abilities,"Songwriting, Producing, Rap, Singing, All",Free,Free,"Mentoring sessions are part of our affordable music tuition offer, but we also work with education settings, charities and organisations who support young people to offer free sessions. 
If you work with young people who may face barriers to accessing music, get in touch to request a Priority Access Code.

About the sessions:
Music Mentoring Sessions are run by Southampton and Isle of Wight Music, a partnership of organisations, which are led by Southampton City Council. Sessions are available in both Southampton and Isle of Wight, at:
Southampton — Mayflower Studios, City Centre
IOW — The Department, Ryde
These sessions are for young people aged 11–18 who want help to create and release music. We welcome singers, rappers, songwriters, producers and other musicians!
With music mentoring, you will get to work with a music expert to craft beats, write lyrics and produce tracks, as well as getting support to release and promote your own music!
It doesn’t matter if you’re just starting out, not sure where to go next or have big ambitions - our team are here to help!",individual appointments,https://www.siowmusic.org/music-mentoring,SIOW Music,"The new home for Southampton Music Hub, IOW Music Hub and Southampton Music Services

Empowering children and young people to make, learn and love music",https://www.siowmusic.org,,
Dads Rock (Worle) - Regular,South West,North Somerset,"Locking Castle and Locking Children’s Centre, The Campus, Highlands Lane, Worle, Weston-Super-Mare, BS24 7DX - UK",Workshop,,Early Years,Under 2,All ABilities,,"Early Years, Free",,"February 28 @ 10:00 - 11:30
Free
Join us in Worle for Dads Rock – a regular music-making session for dads or male caregivers and children under 5!

Unleash your child’s potential with music! Develop emotional control, language, math skills & creativity through play.

Discover how child-led musical play helps with developing baby and toddler’s managing big emotions, powerful communication skills, a love of language, a foundation in numbers and their inner rockstar.

Dads Rock (it’s not just a saying, it’s a movement!) is also a chance to build a community with other Dads and share your parenting adventure and musical experiences.

VENUE: Locking Castle and Locking Children’s Centre, The Campus, Highlands Lane, Worle, Weston-Super-Mare, BS24 7DX

FREQUENCY: Session dates are Saturday mornings 10am – 11.30am

10th January
24th January
31st January
14th February
28th February
14th March
28th March
BOOKING INFO: https://www.eventbrite.co.uk/e/worle-dads-rock-2026-tickets-1979702358045?aff=oddtdtcreator",Saturdays 10:00 - 11:30 ,https://evolvemusic.org.uk/whats-on/month/,Evolve Music,,,,
Oxfordshire Youth Wind Orchestra,South East,Oxfordshire,"Centre for Music, Bayswater Road, Headington - UK",Ensemble,Wind Band,Orchestral,Up to year 13,Grade 5+,,"Grade 5, Grade 6, Grade 7, Grade 8",£128 per term,,Wednesdays 19:00 - 21:00,https://www.oxfordshire.gov.uk/residents/music-service/music-groups/central-music-school,Oxfordshire Music Service,,https://www.oxfordshire.gov.uk/residents/music-service,,
Oxfordshire Schools' Symphony Orchestra,South East,Oxfordshire,"Centre for Music, Bayswater Road, Headington - UK",Ensemble,Orchestra,Orchestral,Up to year 13,Grade 5+,,"Grade 5, Grade 6, Grade 7, Grade 8",£152 per term,,Saturdays 9:00 - 12:30,https://www.oxfordshire.gov.uk/residents/music-service/music-groups/central-music-school,Oxfordshire Music Service,,https://www.oxfordshire.gov.uk/residents/music-service,,
Oxfordshire County Youth Orchestra,South East,Oxfordshire,"Centre for Music, Bayswater Road, Headington - UK",Ensemble,Orchestra,Orchestral,Up to year 13,Grade 7+,,"Grade 7, Grade 8",£152 per term,,Saturdays 9:00 - 12:30,https://www.oxfordshire.gov.uk/residents/music-service/music-groups/central-music-school,Oxfordshire Music Service,,https://www.oxfordshire.gov.uk/residents/music-service,,
Horn Club,South East,Oxfordshire,"Centre for Music, Bayswater Road, Headington - UK",Ensemble,Brass Ensemble,Orchestral,Up to year 13,Grade 5+,Horns,"Grade 5, Grade 6, Grade 7, Grade 8",Enquire for more info,"Horn Club is open to all horn players of grade 5 and above.

The Horn Club will primarily focus on performing ensemble music, providing your child with valuable stage experience and opportunities to showcase their talent as well as having fun along the way.

Our young horn players will have the chance to learn the core orchestral repertoire, transposition techniques, and how to play effectively as part of an orchestral horn section.

Horn Club is open to all Oxfordshire French Horn students of grade 5, including those privately taught.",TBC,https://www.oxfordshire.gov.uk/residents/music-service/music-groups/chamber-groups/horn-club,Oxfordshire Music Service,,https://www.oxfordshire.gov.uk/residents/music-service,Local Only,
Oxfordshire Youth Baroque Strings (OxyBaroxy),South East,Oxfordshire,"Centre for Music, Bayswater Road, Headington - UK",Ensemble,String Ensemble,Orchestral,Up to year 13,"Mostly by invitation, but high standard","Violin, Viola, Cello, Double Bass",Invitation Only,£8.20 per session,"OxyBaroxy (Oxfordshire Youth Baroque Strings) meets to explore the wealth of 17th and18th century string repertoire using Baroque bows and period performance practice, offering solo opportunities to many players.

Membership is often by invitation but players of a high standard and interest in Baroque music should register.",Wednesdays 19:00 - 21:00,https://www.oxfordshire.gov.uk/residents/music-service/music-groups/chamber-groups/oxybaroxy,Oxfordshire Music Service,,https://www.oxfordshire.gov.uk/residents/music-service,,
Oxfordshire Youth Bassoon Ensemble,South East,Oxfordshire,"Centre for Music, Bayswater Road, Headington - UK",Ensemble,Woodwind Ensemble,Orchestral,Up to year 13,Grade 2+,Bassoon,"Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8",£8.20 per session,"The Oxfordshire Youth Bassoon Ensemble is open to all bassoonists who are grade 2 and above. The ensemble plays original music and arrangements in four to eight parts, including parts for contrabassoon.",Wednesdays 18:15 - 19:45,https://www.oxfordshire.gov.uk/residents/music-service/music-groups/chamber-groups/youth-bassoon-ensemble,Oxfordshire Music Service,,https://www.oxfordshire.gov.uk/residents/music-service,,
Oxfordshire Youth Brass Group,South East,Oxfordshire,"Centre for Music, Bayswater Road, Headington - UK",Ensemble,Brass Ensemble,Orchestral,Up to year 13,"Grade 5+, auditioned, invitation",,"Grade 5, Grade 6, Grade 7, Grade 8, Audition, Invitation Only",£5.50 per session,"The Oxfordshire Youth Brass Group is made up of brass players from the Oxfordshire County Youth Orchestra and the Oxfordshire Schools’ Symphony Orchestra.

",Wednesdays 18:00 - 19:00,https://www.oxfordshire.gov.uk/residents/music-service/music-groups/chamber-groups/youth-bassoon-ensemble,Oxfordshire Music Service,,https://www.oxfordshire.gov.uk/residents/music-service,Local Only,"Membership of Chamber Groups is usually by invitation only. Players mainly come from central activities and in some cases, you may be asked to audition. "
Oxfordshire Youth Flute Choir,South East,Oxfordshire,"Centre for Music, Bayswater Road, Headington - UK",Ensemble,Woodwind Ensemble,Orchestral,Up to year 13,"Grade 5+, auditioned, invitation",Piccolo/Flute,"Grade 5, Grade 6, Grade 7, Grade 8, Invitation Only, Audition",Enquire for more info,"
The Oxfordshire Youth Flute Choir is open to grade five standard and above players. The repertoire includes additional parts for piccolo, alto flute, bass flute, and the standard flute, covering a range of styles.

Membership of Chamber Groups is usually by invitation only. Players mainly come from central activities; sometimes, you may be asked to audition.",TBC,https://www.oxfordshire.gov.uk/residents/music-service/music-groups/chamber-groups/youth-flute-choir,Oxfordshire Music Service,,https://www.oxfordshire.gov.uk/residents/music-service,,
